"","gene","peak","pval","test_stat","covar","padj","cor","Cell_Condition"
"92","RAB27B","chr18-55105690-55106535",1.116413126248e-05,4.39330308352892,4.98589945898452e-10,0.0167261309661645,1,"L6_IT_1_Ctrl"
"93","PRKDC","chr8-47617289-47618146",1.51698229754257e-06,4.80898547193629,4.26340523823028e-10,0.00409804733786192,0,"L6_IT_1_Ctrl"
"94","TLE4","chr9-79888978-79890068",2.50382453703186e-08,5.57300494995376,5.39448560900512e-10,0.000163755902778507,0,"L6_IT_1_Ctrl"
"95","FRAS1","chr4-78171169-78172127",8.99489705028145e-14,7.45488101288901,4.53912142899828e-10,5.09848754604053e-09,0,"L6_IT_1_Ctrl"
"96","ELMO1","chr7-37531019-37531954",2.0306112500541e-05,4.2614980514497,2.62100053926365e-10,0.0245763217527899,0,"L6_IT_1_Ctrl"
"97","TMTC1","chr12-29682053-29683082",1.70003750723729e-05,4.30103298336771,3.95756374871289e-10,0.0219003468148237,0,"L6_IT_1_Ctrl"
"98","FNIP2","chr4-158715534-158716440",5.94181208117374e-05,4.01510982210382,3.3561770487828e-10,0.0464543161910469,1,"L6_IT_1_Ctrl"
"99","GRM3","chr7-86843841-86844886",1.14088556942806e-05,4.38858878666036,3.22445498799038e-10,0.0169434958549313,0,"L6_IT_1_Ctrl"
"100","GOLGA8A","chr15-34855439-34856415",6.28951070611896e-05,4.00167704654526,6.35317408962214e-10,0.0482847014687451,1,"L6_IT_1_Ctrl"
"101","ZNF804B","chr7-88516472-88517450",1.93945450391765e-05,4.27174940851054,1.52229960101042e-09,0.0239443200472967,1,"L6_IT_1_Ctrl"
"102","XPR1","chr1-180540446-180541376",2.43798436512965e-07,5.16240398146238,5.43343016762441e-10,0.000953033308857094,0,"L6_IT_1_Ctrl"
"103","XPR1","chr1-180526978-180527938",6.53685364786066e-05,3.99254277500234,3.40189208923547e-10,0.0494928757281276,0,"L6_IT_1_Ctrl"
"104","GULP1","chr2-188268115-188269132",4.54357306457807e-05,4.07794387470064,1.8089354015426e-10,0.0399284974335526,0,"L6_IT_1_Ctrl"
"105","KCNH5","chr14-62860710-62861803",3.75657160515091e-05,4.12196323711744,1.70705227110895e-10,0.0354243018094411,0,"L6_IT_1_Ctrl"
"106","KCNH5","chr14-62920900-62921901",2.66865812886372e-06,4.69480144167701,1.47142692482652e-10,0.0056997292577898,0,"L6_IT_1_Ctrl"
"107","KCNH5","chr14-63248590-63249679",3.80278981570499e-05,4.11914610359167,9.0285265254347e-11,0.0354243018094411,1,"L6_IT_1_Ctrl"
"108","NTNG1","chr1-107622647-107623680",1.98089466073745e-05,4.26703345136106,2.74323501114346e-10,0.0241469033872984,1,"L6_IT_1_Ctrl"
"109","EML5","chr14-89186987-89187750",1.08302825217528e-06,4.8759194022292,4.41296412770667e-10,0.00314811319947687,0,"L6_IT_1_Ctrl"
"110","OAZ1","chr19-1812071-1812988",5.46977715368713e-05,4.03458978787083,1.31938519177038e-09,0.0440812192358238,1,"L6_IT_1_Ctrl"
"111","OAZ1","chr19-2188717-2189607",9.49553546103704e-06,4.42835310766623,6.93716519862784e-10,0.0148135580092432,1,"L6_IT_1_Ctrl"
"112","UBB","chr17-16793995-16794939",3.94003798236742e-07,5.07183217008457,6.12781662992856e-10,0.00139580770572844,1,"L6_IT_1_Ctrl"
"113","RIT2","chr18-42947269-42948239",2.39532350014448e-08,5.58071464307636,1.24439189367017e-09,0.000159731443100223,0,"L6_IT_1_Ctrl"
"114","CPNE8","chr12-38502179-38503188",1.53997340215965e-07,5.2477149303753,2.30729263895132e-10,0.000671452095240103,0,"L6_IT_1_Ctrl"
"115","MTX2","chr2-176669909-176670758",6.77018692516397e-06,4.5007884257105,3.5644723012911e-10,0.0118991290388815,0,"L6_IT_1_Ctrl"
"116","BEX2","chrX-103530656-103531671",1.28417012251019e-07,5.28109081699283,8.97319773381115e-10,0.000574652612243071,1,"L6_IT_1_Ctrl"
"117","ACTG1","chr17-81675605-81676545",6.74230748231553e-07,4.96864298435852,6.58627762345355e-10,0.00218381412978634,0,"L6_IT_1_Ctrl"
"118","ACTG1","chr17-81838957-81839784",2.06228501255987e-05,4.25803843154245,7.28693884798414e-10,0.0245959480745689,0.962817526606357,"L6_IT_1_Ctrl"
"119","PHYHIPL","chr10-59478705-59479693",2.77103166522598e-05,4.19151065924759,3.59031554732104e-10,0.0292672577978272,1,"L6_IT_1_Ctrl"
"120","GRK3","chr22-25726189-25727204",4.2575927583089e-06,4.59839447289811,5.07921061996392e-10,0.00832168526642982,0,"L6_IT_1_Ctrl"
"121","CCDC92","chr12-124289003-124289946",7.20748188827055e-06,4.48746745194966,8.03519831583007e-10,0.0122560346517285,1,"L6_IT_1_Ctrl"
"122","CCDC92","chr12-124416582-124417477",5.27137867112077e-05,4.04325699480217,4.66893500368573e-10,0.0430482503594997,0,"L6_IT_1_Ctrl"
"123","TAGLN3","chr3-111769958-111770792",9.9218981818418e-06,4.41886852162699,4.84627113488323e-10,0.015199811695761,0,"L6_IT_1_Ctrl"
"124","TAGLN3","chr3-112084098-112084980",2.17839908936583e-06,4.73612811573837,4.62849372899907e-10,0.00507435687055209,0,"L6_IT_1_Ctrl"
"125","ATF2","chr2-174845799-174846566",3.22067460066189e-05,4.15727411733428,2.34523195169203e-10,0.032406084801429,0,"L6_IT_1_Ctrl"
"126","PRUNE2","chr9-77218356-77219303",4.68653840032069e-06,4.57835188131955,5.70415140662824e-10,0.00910773838652494,0,"L6_IT_1_Ctrl"
"127","TBC1D22A","chr22-46413702-46414643",2.65978036402946e-05,4.20079611678534,2.77117945497942e-10,0.0285353319736122,0,"L6_IT_1_Ctrl"
"128","PCMT1","chr6-149472961-149473934",3.71278232154096e-05,4.12466284183218,3.55406795352377e-10,0.0352706023826119,0,"L6_IT_1_Ctrl"
"129","SPATA7","chr14-88491931-88492897",3.39773143158225e-05,4.14502735708223,4.69933444289663e-10,0.0332052091387836,1,"L6_IT_1_Ctrl"
"130","TMEM245","chr9-109463819-109464844",4.40546394710359e-05,4.08511685664635,5.51907344118059e-10,0.0390172667890196,0,"L6_IT_1_Ctrl"
"131","TMEM245","chr9-109146425-109147398",2.28978635437062e-06,4.72600622177785,4.42749285922486e-10,0.00529753755667083,0,"L6_IT_1_Ctrl"
"132","NEK11","chr3-130839180-130840204",4.38578311627131e-08,5.47456876505134,4.78012932142418e-10,0.000245622753348574,1,"L6_IT_1_Ctrl"
"133","PRNP","chr20-5023736-5025742",1.95716197203321e-05,4.26972264029956,2.42628076469841e-10,0.0240294270538888,0,"L6_IT_1_Ctrl"
"134","ELAVL2","chr9-23494523-23495343",1.58058895239873e-05,4.31714700641369,3.7798054143929e-10,0.0207546586100073,0,"L6_IT_1_Ctrl"
"135","ATRN","chr20-3248368-3249324",1.55831536155091e-06,4.80360830406205,5.0123943585352e-10,0.00414039521828573,1,"L6_IT_1_Ctrl"
"136","ZC3H13","chr13-45658326-45659342",6.11743736069104e-08,5.41533408876584,6.34588156262891e-10,0.000310521120428677,0,"L6_IT_1_Ctrl"
"137","UBC","chr12-124617345-124618287",3.53554029928454e-05,4.13590786888694,4.2224024117713e-10,0.0341593457802351,0,"L6_IT_1_Ctrl"
"138","GNAL","chr18-11790000-11790777",6.03382203019634e-09,5.81581763360857,4.26306420971633e-10,5.54609351863117e-05,0,"L6_IT_1_Ctrl"
"139","MEIS2","chr15-37101167-37102326",4.1253172016411e-06,4.60496677430418,1.94025355968803e-10,0.00816395360562213,1,"L6_IT_1_Ctrl"
"140","MEIS2","chr15-37109908-37111361",4.07420971931619e-05,4.10323050335526,1.02975733271904e-10,0.0369494968496448,1,"L6_IT_1_Ctrl"
"141","MEIS2","chr15-37106547-37107474",1.5462237335779e-06,4.80516701985485,9.35716579928826e-11,0.00414039521828573,0,"L6_IT_1_Ctrl"
"142","ENAH","chr1-225915282-225916182",7.50718440980217e-06,4.47877718252981,6.25463984269553e-10,0.0126392740608834,1,"L6_IT_1_Ctrl"
"143","ST6GALNAC3","chr1-76095244-76096248",2.52473719094677e-06,4.70612179148102,6.22658215259021e-10,0.00568637695856603,1,"L6_IT_1_Ctrl"
"144","YWHAQ","chr2-9972541-9973511",2.64480916207581e-05,4.20207376495735,8.88762500190835e-10,0.0284645075173635,1,"L6_IT_1_Ctrl"
"145","FAM169A","chr5-74811665-74812563",1.23259883366862e-05,4.37174066238671,3.06383917832374e-10,0.0178381703208522,0,"L6_IT_1_Ctrl"
"146","ZFYVE16","chr5-80010474-80011472",4.27556945563264e-05,4.0920605627269,2.8461825020977e-10,0.0383664107468342,1,"L6_IT_1_Ctrl"
"147","SUB1","chr5-32376272-32377311",3.97528865166231e-05,4.10891121059842,5.01205256225384e-10,0.036539564003274,1,"L6_IT_1_Ctrl"
"148","PTMA","chr2-231807775-231808776",5.83873540905776e-08,5.42367085081824,8.16835888837514e-10,0.000300864727687465,1,"L6_IT_1_Ctrl"
"149","TPI1","chr12-7144171-7145136",7.12342667543074e-06,4.48996682636547,5.00070553548961e-10,0.0122560346517285,0,"L6_IT_1_Ctrl"
"150","LUZP2","chr11-24572094-24573035",2.74751128193988e-11,6.65950512280788,2.63129569533394e-10,9.34406606897497e-07,0,"L6_IT_1_Ctrl"
"151","LUZP2","chr11-24287677-24288664",6.26804254182868e-11,6.53720186116809,3.03947489460256e-10,1.77642593677967e-06,1,"L6_IT_1_Ctrl"
"152","LUZP2","chr11-24593106-24594095",1.84931057770772e-07,5.21388006602545,1.6515170683174e-10,0.00075775389517322,1,"L6_IT_1_Ctrl"
"153","SHOC2","chr10-111245621-111246836",2.05818545183384e-05,4.2584833512186,4.2814998760494e-10,0.0245959480745689,1,"L6_IT_1_Ctrl"
"154","COL24A1","chr1-86290179-86291177",3.02300333964264e-06,4.66925067324385,6.76998861445286e-10,0.00638570963842077,1,"L6_IT_1_Ctrl"
"155","CRYM","chr16-21150269-21151259",8.80033484095788e-06,4.44472747987204,1.67348351950594e-10,0.0142520165558621,1,"L6_IT_1_Ctrl"
"156","RPL15","chr3-24272568-24273585",3.45400691094465e-05,4.14126163960492,2.96684824526764e-10,0.0336584561133807,0,"L6_IT_1_Ctrl"
"157","ZDBF2","chr2-206764947-206765941",4.13098725618833e-05,4.10002880053388,6.51731863653605e-10,0.0373647797322235,0,"L6_IT_1_Ctrl"
"158","KCNAB1","chr3-155634737-155635860",1.42093351664341e-09,6.05309008421383,3.63994923128447e-10,1.78980785756404e-05,0,"L6_IT_1_Ctrl"
"159","KCNAB1","chr3-156416854-156417894",3.14194029792091e-10,6.29160803421403,3.15707206747529e-10,6.28558094000304e-06,0,"L6_IT_1_Ctrl"
"160","ADAM17","chr2-9256304-9257294",9.09602163861299e-06,4.43761715519574,4.02198868909962e-10,0.0144020991963489,0,"L6_IT_1_Ctrl"
"161","ADAM17","chr2-9587869-9589024",6.03685374517647e-05,4.01136561110823,2.78862800760669e-10,0.0469438693192079,0,"L6_IT_1_Ctrl"
"162","SPRED1","chr15-38298918-38299836",3.35312709094191e-06,4.64791150006731,2.93622873303939e-10,0.00691134362795525,0,"L6_IT_1_Ctrl"
"163","ID2","chr2-8829501-8830448",5.24729953691967e-07,5.01704238262387,9.38266492536448e-10,0.00174957313148047,1,"L6_IT_1_Ctrl"
"164","NPTX1","chr17-80839313-80840266",2.17548562342087e-05,4.24607425196726,8.25207403023703e-10,0.0252393251039389,1,"L6_IT_1_Ctrl"
"165","PARD3","chr10-34655219-34656179",7.25716614268619e-10,6.16037766174887,1.22819239734669e-10,1.29900218305181e-05,0,"L6_IT_1_Ctrl"
"166","CLEC16A","chr16-10532206-10533165",7.62849939694519e-06,4.47535349267371,3.63529681029681e-10,0.0126954631821601,0,"L6_IT_1_Ctrl"
"167","NEFL","chr8-24942866-24943494",3.34284655819141e-05,4.14875752306722,5.63548365511415e-10,0.0328690089076487,0.975261117088342,"L6_IT_1_Ctrl"
"168","RHEB","chr7-151139121-151140062",5.27052683688116e-06,4.55372091389996,2.51014063048811e-10,0.00989447306663699,0,"L6_IT_1_Ctrl"
"169","SH3D19","chr4-151745475-151746436",9.6203571904219e-08,5.33375260845666,1.14486200425161e-09,0.000448192673644516,1,"L6_IT_1_Ctrl"
"170","TLL1","chr4-165383557-165384374",8.51811762549003e-06,4.45173013380703,1.25697802028825e-10,0.0138609744473117,0,"L6_IT_1_Ctrl"
"171","TLL1","chr4-165862401-165863515",4.6090210473614e-05,4.07461662947403,1.06360195227514e-10,0.0401920816933137,0,"L6_IT_1_Ctrl"
"172","TLL1","chr4-165833855-165834771",1.84129346975634e-05,4.28331482524065,1.23263935871103e-10,0.0232142387278165,0,"L6_IT_1_Ctrl"
"173","HSPA1A","chr6-32235201-32236259",2.64552763507068e-07,5.14709400880596,1.57788495425597e-10,0.0010109244769286,0,"L6_IT_1_Ctrl"
"174","HSPA1A","chr6-31769511-31770421",6.04583899703994e-05,4.01101452605055,1.17680487199433e-10,0.0469438693192079,0,"L6_IT_1_Ctrl"
"175","SMURF1","chr7-98998793-98999754",6.78766637716564e-06,4.50024037009208,3.64727042954747e-10,0.0118991290388815,0,"L6_IT_1_Ctrl"
"176","LY6H","chr8-143571196-143572133",3.34400017702458e-05,4.14867852245582,4.28656307499257e-10,0.0328690089076487,0,"L6_IT_1_Ctrl"
"177","FTL","chr19-49225752-49226782",2.28174340403768e-05,4.23537131985073,3.39146228804173e-10,0.0260130247987299,0,"L6_IT_1_Ctrl"
