Region	Gene	importance_R2G	rho_R2G	importance_x_rho	importance_x_abs_rho	TF	is_extended	eRegulon_name	Gene_signature_name	Region_signature_name	importance_TF2G	regulation	rho_TF2G	triplet_rank
chr9:5454928-5455913	RLN1	0.0529021339418849	0.0664504552459205	0.0035153708839189	0.0035153708839189	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.6129895044840592	1	0.0718238604480854	1380
chr7:107207809-107208751	COG5	0.0219058546048866	0.1131445903991964	0.0024785289466142	0.0024785289466142	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.5589831085855568	1	0.1239286062559072	5060
chr5:116479996-116480947	SEMA6A	0.018788973062461	0.1604830601556852	0.0030153118942464	0.0030153118942464	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	2.8627793724140806	1	0.1916013489056242	7585
chr13:43145219-43146013	DNAJC15	0.0259970775855682	0.071545190634088	0.0018599658717886	0.0018599658717886	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.9569997944630988	1	0.0594033468327314	3580
chr21:14899939-14900990	NRIP1	0.0290328430700346	0.1144180104876878	0.0033218801428746	0.0033218801428746	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.4542304442168987	1	0.1392182127960124	4700
chr2:168003616-168004562	B3GALT1	0.0141569599634553	0.1548163769743669	0.0021917292505133	0.0021917292505133	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.1746865104648865	1	0.1670808288169891	8847
chr12:27610128-27611058	PPFIBP1	0.0283399484632328	0.1348151057198787	0.0038206531481666	0.0038206531481666	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.8389376019531843	1	0.1051465990055048	9904
chr3:11334504-11335556	HRH1	0.0166834040009289	0.1698053228916203	0.002832930803309	0.002832930803309	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.0243426885805915	1	0.1181223340937884	9638
chr18:7953649-7954865	PTPRM	0.0191785477391009	0.3799539397853114	0.007286964772832	0.007286964772832	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.0559281971239045	1	0.2442098194676597	7373
chr14:23154965-23155881	SLC7A8	0.0236265655875414	0.0842098352118735	0.0019895891947493	0.0019895891947493	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.04618705335946	1	0.0914173231903208	6542
chr11:94731846-94732799	AMOTL1	0.0255012278254496	0.1340786161184666	0.003419169336158	0.003419169336158	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.77155610013234	1	0.07892512703677	8701
chr2:73859481-73860900	TPRKB	0.036158045848366	0.0575878365928377	0.002082263635832	0.002082263635832	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.0684624870362147	1	0.0765991299444913	2369
chr14:50631206-50632293	MAP4K5	0.0204315670512488	0.079922966989785	0.0016329514589865	0.0016329514589865	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.5373392226416085	1	0.1240340240079173	7603
chr4:46123696-46125465	GABRA2	0.0458932247234702	0.0940508240763129	0.0043162956047617	0.0043162956047617	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.905059950543036	1	0.1095088972881675	6763
chr11:64710104-64711012	MAP4K2	0.0225949842053875	0.0703540174650686	0.0015896479134087	0.0015896479134087	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	2.3368190431268445	1	0.0555450025429675	7018
chr2:230847547-230848531	ITM2C	0.0233805251953465	0.1132535915805944	0.0026479284514135	0.0026479284514135	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.3368269086397049	1	0.1381679953678714	8882
chr6:110352458-110353990	CDC40	0.0402736017721251	0.0667233076529441	0.0026871879213336	0.0026871879213336	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.8432737664262016	1	0.0791901307328779	8005
chr11:107695721-107696817	ELMOD1	0.039661224593524	0.1026744410998748	0.0040721940684766	0.0040721940684766	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.073702780625695	1	0.13572246187863	4893
chr1:34268049-34269144	CSMD2	0.0174153216607199	0.0952384436725125	0.0016586081310231	0.0016586081310231	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.3977895792895094	1	0.1277562391656671	9529
chr18:28002971-28004049	CDH2	0.1151601723728936	0.2074727455323438	0.0238925971381822	0.0238925971381822	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.2424351900507458	1	0.115527427987806	1629
chr15:54013978-54015144	UNC13C	0.2068552686491093	0.2373769490444015	0.0491026725656856	0.0491026725656856	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	3.853903268283383	1	0.218281275381531	84
chr6:154298063-154299039	OPRM1	0.0357811279704353	0.1986278259862493	0.0071071276601033	0.0071071276601033	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.6134949293498804	1	0.1383906967919322	1886
chr2:160402941-160403858	RBMS1	0.0570376861641838	0.1882880327916536	0.0107395137228419	0.0107395137228419	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.8548964546179603	1	0.1347772468050405	5357
chr9:116444438-116445494	PAPPA	0.0548076246622699	0.1031455575526762	0.0056531630039276	0.0056531630039276	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.1366243374214335	1	0.128510058322033	3336
chr5:79831391-79832387	TENT2	0.0341755135347496	0.0817398409595095	0.0027935010410399	0.0027935010410399	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.9375645748061832	1	0.0972744334220023	6677
chr12:63445071-63446032	DPY19L2	0.1002039795152021	0.1112749192581731	0.0111501897299017	0.0111501897299017	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.0003087198264933	1	0.1266541443921726	2444
chr4:46379389-46380241	GABRA2	0.0341365079223103	0.1261863419963649	0.0043075610632462	0.0043075610632462	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.905059950543036	1	0.1095088972881675	3559
chr2:174117993-174118888	OLA1	0.0185086926026022	0.0648254376259462	0.0011998340978478	0.0011998340978478	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.8257326951115127	1	0.0974147062733023	7776
chr3:64397042-64398393	PRICKLE2	0.0134996733794854	0.0890634451056069	0.0012023274189774	0.0012023274189774	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.3335155297395218	1	0.1268851479639028	9370
chr11:117512242-117513232	DSCAML1	0.0440954988898558	0.2381605141899929	0.0105018066890723	0.0105018066890723	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.091316807091007	1	0.144653697505824	6725
chr16:57355079-57356012	ARL2BP	0.0156556113279185	0.0502701384462121	0.0007870097489145	0.0007870097489145	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.7778366166861449	1	0.0692145244249339	9354
chr4:98336057-98337070	RAP1GDS1	0.0376985413083802	0.2208207467166082	0.0083246200418434	0.0083246200418434	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.1143248372543173	1	0.1591577890015296	4988
chr2:102664080-102665013	SLC9A2	0.0351222248315478	0.1348916562462832	0.0047376950785818	0.0047376950785818	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.6006534507260968	1	0.0796973768984419	5328
chr11:107591723-107592428	ELMOD1	0.0181736911149659	0.0970357573883197	0.001763497881882	0.001763497881882	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.073702780625695	1	0.13572246187863	10108
chr5:79495333-79496711	TENT2	0.0366049213518546	0.0844654428804972	0.0030918508935901	0.0030918508935901	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.9375645748061832	1	0.0972744334220023	2773
chr2:73830656-73831625	TPRKB	0.0645689686581069	0.0534719895655666	0.0034526312183456	0.0034526312183456	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.0684624870362147	1	0.0765991299444913	4402
chr4:98430495-98431414	RAP1GDS1	0.0207178890073691	0.1540337995389975	0.0031912551622323	0.0031912551622323	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.1143248372543173	1	0.1591577890015296	6530
chr4:109078671-109079553	COL25A1	0.0256679766582674	0.0941847669161141	0.0024175323987671	0.0024175323987671	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	2.809520293391985	1	0.1633157864661527	6341
chr2:201115989-201117045	CASP8	0.0437834815757096	0.0857746213315726	0.0037555115527343	0.0037555115527343	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.1433607200467557	1	0.084328988092192	4178
chr3:124834761-124835812	ITGB5	0.0195889503407455	0.0822959492383749	0.001612091262875	0.001612091262875	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.5314059433616165	1	0.1459063077384861	6313
chr1:162254059-162255622	NOS1AP	0.0385495243706117	0.1093173917025475	0.004214133455569	0.004214133455569	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	2.866420647708657	1	0.176701010064726	3422
chr11:46243015-46243960	PHF21A	0.0099980936430007	0.070989243239979	0.000709757101559	0.000709757101559	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	2.160248613616699	1	0.1203363755813192	8512
chr3:13671322-13672242	WNT7A	0.0268821234941469	0.1149015359209353	0.0030887972782937	0.0030887972782937	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.7722286412456185	1	0.0774185345720455	6408
chr2:197079932-197080883	ANKRD44	0.0136812362803021	0.1284171024252962	0.0017569047207122	0.0017569047207122	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.475604213727168	1	0.1527263156478355	7957
chr12:66678535-66679811	GRIP1	0.0183525310986435	0.1479013312285351	0.0027143637809024	0.0027143637809024	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.0592204338492812	1	0.1662221093184145	7850
chr18:8685299-8686259	RAB12	0.0404897170499008	0.096121250133469	0.0038919222203869	0.0038919222203869	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.95246964199206	1	0.0719533294294389	9608
chr6:119307945-119308899	MAN1A1	0.1253509925447301	0.4044713968601411	0.0507008910523721	0.0507008910523721	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.0938254937474687	1	0.1681069572770459	404
chr7:88089263-88090269	ADAM22	0.0362385794157491	0.154423827542828	0.0055961001380947	0.0055961001380947	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.6322121935504614	1	0.1056393457802485	6544
chr17:68572300-68573110	PRKAR1A	0.0137926049309361	0.054863510757567	0.0007567107290032	0.0007567107290032	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.8624546282806353	1	0.0918452417269591	10283
chr17:31398745-31399567	OMG	0.035977654277877	0.054298358304157	0.0019535275629232	0.0019535275629232	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	2.571808779258612	1	0.0986355021516441	2245
chr21:15001772-15002709	NRIP1	0.0994550212454773	0.1482366298263169	0.0147428771687343	0.0147428771687343	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.4542304442168987	1	0.1392182127960124	1719
chr9:101639873-101640875	GRIN3A	0.0364372522183434	0.3393939305446832	0.0123665822486315	0.0123665822486315	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	3.0967170747089536	1	0.2411540977812113	4869
chr9:20354758-20355574	MLLT3	0.0350751830909138	0.1853734662499116	0.0065020082689129	0.0065020082689129	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.3467279394896363	1	0.1535596075802485	7638
chr6:93183238-93184154	EPHA7	0.0628089016861047	0.1037540478527321	0.0065166777911176	0.0065166777911176	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	2.3050109139094896	1	0.1408870436433206	3923
chr12:64870440-64871366	GNS	0.0564492059314245	0.0839505459932263	0.0047389416588271	0.0047389416588271	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.6470681200515018	1	0.0521013477033071	5614
chr13:43227500-43228426	DNAJC15	0.0343316861966293	0.0754240601312865	0.002589435164103	0.002589435164103	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.9569997944630988	1	0.0594033468327314	4942
chr13:29510050-29511104	MTUS2	0.0110527620020883	0.1364954814339214	0.0015086520706496	0.0015086520706496	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.9432776957939836	1	0.0736295387128751	9581
chr6:136723553-136724570	MAP3K5	0.0903320960639744	0.2812385119820567	0.0254048642812523	0.0254048642812523	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.911015128514413	1	0.1725446983593606	2931
chrX:85963491-85964417	CHM	0.0990200359269778	0.0578498078521364	0.0057282900518873	0.0057282900518873	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.657096003893994	1	0.1235520492212905	1200
chr9:101582260-101583214	GRIN3A	0.0235991915034906	0.2861221003836851	0.0067522502403355	0.0067522502403355	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	3.0967170747089536	1	0.2411540977812113	2564
chr3:17012817-17013795	PLCL2	0.0229732949222506	0.15798116162531	0.0036293478181779	0.0036293478181779	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.6145058645241417	1	0.1075748267296682	6027
chr4:168812012-168812962	PALLD	0.0326595130445528	0.0950999239765521	0.0031059172076481	0.0031059172076481	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.3215932942977775	1	0.0994948227764246	7401
chr9:21069818-21070835	HACD4	0.100358166878291	0.0772608987545257	0.0077537621703734	0.0077537621703734	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.9074889202101812	1	0.0870154181353324	1054
chr2:160207774-160208741	RBMS1	0.0467001060953319	0.1879281665161793	0.0087762653146067	0.0087762653146067	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.8548964546179603	1	0.1347772468050405	6153
chr20:44972818-44973790	STK4	0.0349566669082641	0.1362866440497052	0.0047641268200907	0.0047641268200907	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.4822706900673526	1	0.1108365661871128	3155
chr15:52076645-52077648	MAPK6	0.0382541451565817	0.1005461230742482	0.0038463059870138	0.0038463059870138	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.9376737830536186	1	0.0813307832744687	7020
chr7:38929179-38930099	VPS41	0.0311465157887068	0.0653676485530807	0.0020359744977291	0.0020359744977291	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.9243962966662064	1	0.0870742567849766	6589
chr5:77339168-77340232	PDE8B	0.0151324784119386	0.0502603649368364	0.0007605638873828	0.0007605638873828	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.5911352321210224	1	0.0757817264745937	8381
chr3:11365256-11366232	HRH1	0.0360925441477656	0.1728708096014622	0.0062393473274007	0.0062393473274007	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.0243426885805915	1	0.1181223340937884	4497
chr1:162239694-162240721	NOS1AP	0.0135547651032057	0.1225059798204394	0.0016605397802041	0.0016605397802041	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	2.866420647708657	1	0.176701010064726	6133
chr2:112640535-112641369	TTL	0.0153961685468276	0.0626071619968973	0.0009639104183427	0.0009639104183427	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.890194021920868	1	0.1044568158773624	6346
chr2:60465764-60466640	BCL11A	0.0229835885677161	0.4622537420061808	0.0106242498201572	0.0106242498201572	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.8132490536209491	1	0.2596926796834475	7672
chr3:37805710-37806782	ITGA9	0.0117162893875779	0.1287815440487721	0.0015088418378545	0.0015088418378545	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	3.687889263839165	1	0.1902472469751	6350
chr5:144468666-144469637	KCTD16	0.0116192606524227	0.1791039347120684	0.002081055301294	0.002081055301294	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.0616327323109498	1	0.2016649743385547	1514
chr1:999888-1001062	HES4	0.0539019100567727	0.0977760090961528	0.005270313648011	0.005270313648011	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	1.921502668146912	1	0.1119180774493727	6512
chr20:13274100-13275139	TASP1	0.068224074162632	0.1511295085554094	0.0103106707998463	0.0103106707998463	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	2.750340624074997	1	0.1658339365649428	3579
chr4:175973118-175974095	WDR17	0.0175333105097235	0.0839657161378711	0.0014721969732165	0.0014721969732165	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.9492962727815364	1	0.0815120600890395	7867
chr7:16978003-16979588	AHR	0.0578498754643954	0.1944995121313745	0.0112517725546856	0.0112517725546856	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	2.182721418856443	1	0.1965307660767546	4565
chr5:81313299-81314283	SSBP2	0.0179448349607842	0.0703127797384638	0.0012617512280407	0.0012617512280407	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	3.4824316017689734	1	0.1737706421757541	5607
chr9:75903589-75904684	PCSK5	0.0222266008995391	0.1314176570809328	0.0029209678150903	0.0029209678150903	BACH1	False	BACH1_direct_+/+	BACH1_direct_+/+_(208g)	BACH1_direct_+/+_(472r)	0.8063480575665709	1	0.1256065921428001	8836
