Region	Gene	importance_R2G	rho_R2G	importance_x_rho	importance_x_abs_rho	TF	is_extended	eRegulon_name	Gene_signature_name	Region_signature_name	importance_TF2G	regulation	rho_TF2G	triplet_rank
chr9:13112991-13113873	MPDZ	0.0555754624937637	0.0599538734059813	0.0033319642428299	0.0033319642428299	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	0.6860231112311108	1	0.0807900443937938	4809
chr3:42052424-42053521	ULK4	0.06899803692302	0.0655567087797709	0.0045232842129383	0.0045232842129383	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	0.7235261025143502	1	0.078679525651902	2813
chr1:167819686-167820786	ADCY10	0.0547199795706736	0.0668521525412863	0.0036581484213147	0.0036581484213147	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	1.1503101728015253	1	0.0947821479872555	1901
chr10:90854785-90855661	HTR7	0.1128306630526171	0.2378706425660094	0.0268391023214749	0.0268391023214749	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	0.706346418696618	1	0.1218596583607091	1427
chr11:107140701-107141614	GUCY1A2	0.1078985431538421	0.158553749356127	0.0171077185671055	0.0171077185671055	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	1.3664367187862656	1	0.1498079410161805	1548
chr3:12155502-12156483	PPARG	0.0683374832889454	0.1701423128305266	0.0116270974597986	0.0116270974597986	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	0.9620727418625752	1	0.0864883355956736	2874
chr1:66642744-66643691	SGIP1	0.0389482530295429	0.0748443839040125	0.0029150580021337	0.0029150580021337	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	1.6706383477929432	1	0.1499824457915212	4159
chr15:81312731-81313722	IL16	0.0932800803100788	0.0719185645931729	0.0067085694810367	0.0067085694810367	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	0.7950376090110246	1	0.0744295652207907	2847
chr7:27968842-27969778	JAZF1	0.0297532536725	0.212543352748686	0.0063238562907353	0.0063238562907353	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	1.779809884081094	1	0.1580692836601472	3029
chr3:15310468-15311319	SH3BP5	0.0360473936708732	0.0698858192301268	0.0025192016377998	0.0025192016377998	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	0.8470408350757196	1	0.0911455868613266	5002
chr20:49776048-49776974	B4GALT5	0.0433259209534902	0.1263640893013453	0.0054748405444298	0.0054748405444298	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	0.9244302497877744	1	0.0943502150171146	4877
chr9:34992157-34993011	DNAJB5	0.0403818921604076	0.0562071979573381	0.0022697530065519	0.0022697530065519	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	1.991082344664136	1	0.0590098856046551	1070
chr2:196987659-196988591	PGAP1	0.0781299182207949	0.1237252908899699	0.0096666468590774	0.0096666468590774	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	2.214042830704282	1	0.1775048016111347	1516
chr14:61212929-61213877	SLC38A6	0.1046085121212785	0.1576109857599267	0.0164874507143139	0.0164874507143139	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	0.9679168269780232	1	0.0940921213060558	1940
chr18:5518699-5519645	EPB41L3	0.0631305441052169	0.1699426059402242	0.0107285691796648	0.0107285691796648	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	0.9908352458368964	1	0.1288904961915601	4054
chr14:50521136-50522083	MAP4K5	0.0723217145069594	0.1471418033678927	0.0106415474952118	0.0106415474952118	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	2.249413957434788	1	0.1622785494312975	2834
chr14:60189649-60190749	PPM1A	0.1216817777838354	0.0947528851486361	0.0115296995150336	0.0115296995150336	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	0.6731074456009647	1	0.0920756628520423	1369
chr7:107371998-107372932	COG5	0.0306853640847035	0.0765409337678078	0.0023486864200483	0.0023486864200483	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	1.4041546529311608	1	0.135621763120187	2666
chr8:35381307-35382289	UNC5D	0.046673666864303	0.1124430984244178	0.0052481317170513	0.0052481317170513	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	0.768824837695825	1	0.168855639153318	4464
chr7:39709488-39710457	RALA	0.1137564391716526	0.0977338782042535	0.0111178579709518	0.0111178579709518	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	0.8537784615886526	1	0.0788027697339837	1615
chr10:95230457-95231484	SORBS1	0.060567440557248	0.0756792236017506	0.0045836968769177	0.0045836968769177	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	1.425702467148	1	0.1826892016135605	4338
chr18:5519921-5520841	EPB41L3	0.0585200493278382	0.1190379603973362	0.0069661073143373	0.0069661073143373	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	0.9908352458368964	1	0.1288904961915601	3370
chr3:16140151-16141165	OXNAD1	0.0437964673682658	0.0821764841043772	0.0035990397045161	0.0035990397045161	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	0.8370101042551216	1	0.076899699328654	5221
chr5:56123258-56124339	ANKRD55	0.0981746000738178	0.1607977184384574	0.0157862517004779	0.0157862517004779	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	3.040017001182007	1	0.1199668000153534	1035
chr3:64143455-64144417	ATXN7	0.0566018585636697	0.0802519296302844	0.0045424083703949	0.0045424083703949	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	0.7706366993119173	1	0.092614388410008	4294
chr4:20408298-20409303	SLIT2	0.1132031716816186	0.377733225516422	0.0427605991779871	0.0427605991779871	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	1.3429185906890797	1	0.2254450303632352	251
chr7:140315872-140316825	KDM7A	0.1169517729451447	0.1104151989847383	0.012913253281356	0.012913253281356	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	2.0675026221263546	1	0.0996894838315512	211
chr1:33876696-33877636	CSMD2	0.0312517303032108	0.0896488092850144	0.0028016804097792	0.0028016804097792	BACH2	True	BACH2_extended_+/+	BACH2_extended_+/+_(37g)	BACH2_extended_+/+_(37r)	2.6005392669502787	1	0.1472751294519367	1566
chr4:151694733-151695697	GATB	0.0168008396135805	0.0866710359332871	0.001456146173858	0.001456146173858	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.1752246419924406	1	0.0669853601094703	4258
chr7:21767022-21768698	DNAH11	0.0515632879913794	0.0762193776831166	0.0039301217219982	0.0039301217219982	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.26404288708865	1	0.0716652864391124	2804
chr3:113815996-113817765	GRAMD1C	0.0611851358733275	0.0731702244269585	0.0044769301234453	0.0044769301234453	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.509803695357992	1	0.0740476654396011	937
chr6:27864543-27865782	H2BC15	0.0607058060795116	0.0917192097973072	0.0055678885637213	0.0055678885637213	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.459118268796645	1	0.0811196947195628	427
chr11:75013834-75014852	SLCO2B1	0.0213940818968523	0.0547690045060517	0.0011717325678115	0.0011717325678115	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.567654872882545	1	0.1054327655278366	3473
chr4:88158313-88159632	ABCG2	0.0502119647782621	0.0617095189226461	0.0030985561906274	0.0030985561906274	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.5092701006171763	1	0.1463244382625413	903
chr17:75525036-75526131	MYO15B	0.0240962502013616	0.0559505534864142	0.0013481985357133	0.0013481985357133	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.697309374111587	1	0.0982628685344254	1820
chr6:27895114-27896079	H2BC15	0.0500828947406519	0.0686796278843069	0.0034396745741568	0.0034396745741568	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.459118268796645	1	0.0811196947195628	736
chr8:104360911-104361877	DPYS	0.0491018157146643	0.0747030056313603	0.0036680532158425	0.0036680532158425	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	3.211854972524032	1	0.0825515805513311	1122
chr10:68153370-68154278	MYPN	0.086142915171926	0.1088470834790929	0.009376405078851	0.009376405078851	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	1.7943928607092308	1	0.1206401087731104	688
chr4:151676214-151677086	GATB	0.0239944241302004	0.0682326816694893	0.0016372039035186	0.0016372039035186	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.1752246419924406	1	0.0669853601094703	5359
chr4:151671256-151672432	GATB	0.0228807053155231	0.1046468520492764	0.0023943937839366	0.0023943937839366	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.1752246419924406	1	0.0669853601094703	4667
chr7:101184958-101185937	TRIM56	0.0144926761089876	0.0520889040080683	0.000754907614661	0.000754907614661	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	4.211224534735437	1	0.2000643863812776	2696
chr8:133049527-133050413	TG	0.0412496486843086	0.0545951162248173	0.0022520293641527	0.0022520293641527	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.245693653614145	1	0.0892986641991759	2100
chr18:32328207-32329065	MEP1B	0.0261419323944296	0.0534403443985535	0.001397033870402	0.001397033870402	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	3.3297178074873823	1	0.1038740711943755	3646
chrX:78064638-78065616	ATP7A	0.0620566748198025	0.0517860541232277	0.0032136703209258	0.0032136703209258	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	3.144504731403511	1	0.0767365107184459	49
chr16:10957570-10958531	CIITA	0.0287374962261754	0.0759400308388244	0.0021823263496463	0.0021823263496463	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.6549427638103995	1	0.0898428624099075	1871
chr5:10702868-10703847	ROPN1L	0.0237748107908332	0.1175182753834043	0.0027939747617054	0.0027939747617054	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	3.149255992916026	1	0.0741954545681658	1701
chr4:151744350-151745306	GATB	0.0271971389086222	0.1058635109473856	0.0028791846125904	0.0028791846125904	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.1752246419924406	1	0.0669853601094703	3755
chr14:59354355-59355368	CCDC175	0.0401620657281759	0.0601654195203267	0.0024163675333386	0.0024163675333386	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	3.2657972680266627	1	0.1014520940422072	617
chr10:68105301-68106453	MYPN	0.0377623709760916	0.1590415077652517	0.0060057844168283	0.0060057844168283	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	1.7943928607092308	1	0.1206401087731104	3937
chr8:94258793-94259719	GEM	0.2495504823230838	0.0669775326986007	0.0167142755897459	0.0167142755897459	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	1.7286147300828263	1	0.0843361112869023	14
chr8:104336657-104337658	DPYS	0.0601183532102231	0.0605214456410089	0.0036384496458394	0.0036384496458394	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	3.211854972524032	1	0.0825515805513311	217
chr4:151627387-151628953	GATB	0.0162598379259172	0.0821025875403504	0.0013349747667045	0.0013349747667045	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.1752246419924406	1	0.0669853601094703	4541
chr4:46946716-46947646	COX7B2	0.055005164759231	0.0651262355522611	0.0035822793167006	0.0035822793167006	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	3.267920178264051	1	0.1073717681458419	491
chr6:27837974-27838906	H2BC15	0.065067861736574	0.1105193318288011	0.0071912566026549	0.0071912566026549	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.459118268796645	1	0.0811196947195628	388
chr16:66741072-66742078	TERB1	0.029146904646327	0.0593630653558808	0.0017302496054415	0.0017302496054415	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.908068409103964	1	0.0817693403827611	1245
chr19:36081094-36082318	WDR62	0.0331094010452551	0.0527793068032294	0.0017474912358386	0.0017474912358386	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	3.536600534995452	1	0.1250903787475773	2904
chr12:72272874-72273854	TPH2	0.0427794877596096	0.1028767528942943	0.0044010147911898	0.0044010147911898	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	1.8797144364537195	1	0.0682688308677913	3502
chr16:10960935-10961876	CIITA	0.0138887377019736	0.0503373758561966	0.0006991226098723	0.0006991226098723	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.6549427638103995	1	0.0898428624099075	4122
chr18:64100172-64101079	SERPINB8	0.0893072010947893	0.084733626525812	0.0075673230236314	0.0075673230236314	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	3.707974643929316	1	0.0934967588522739	635
chr2:222707729-222708782	MOGAT1	0.0391934588649034	0.0580157694169659	0.0022738386721595	0.0022738386721595	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.670843942746898	1	0.1268687532210328	599
chr10:68135735-68136836	MYPN	0.0464422355697924	0.0500261039080042	0.0023233241023344	0.0023233241023344	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	1.7943928607092308	1	0.1206401087731104	1878
chr4:88017721-88019076	ABCG2	0.0527711416624388	0.0598932445346674	0.003160634891962	0.003160634891962	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.5092701006171763	1	0.1463244382625413	616
chr1:20636652-20637614	MUL1	0.0248094011953024	0.0617176136387595	0.0015311770375806	0.0015311770375806	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.438263952652572	1	0.0585343272088531	1329
chr3:114144666-114145674	DRD3	0.0932807807218343	0.0507709746411386	0.0047359561525338	0.0047359561525338	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.967022694482791	1	0.1341373506899659	862
chr5:10595209-10596238	ROPN1L	0.0130147043844652	0.0810921824527909	0.0010553907825141	0.0010553907825141	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	3.149255992916026	1	0.0741954545681658	4199
chr5:10555114-10556083	ROPN1L	0.0310719583440592	0.0822127409416636	0.0025545108618903	0.0025545108618903	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	3.149255992916026	1	0.0741954545681658	1691
chr21:41957098-41958584	C2CD2	0.0673635546242005	0.1056946235206444	0.0071199655450172	0.0071199655450172	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	1.750795758860575	1	0.0919485470893127	1046
chr8:28189851-28190799	NUGGC	0.0969491555625614	0.0922871834411515	0.0089471645038668	0.0089471645038668	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	2.622098005046769	1	0.1556227751094105	1171
chr2:197872970-197874031	BOLL	0.0591760996309371	0.0594282179965206	0.0035167301490511	0.0035167301490511	BATF	True	BATF_extended_+/+	BATF_extended_+/+_(28g)	BATF_extended_+/+_(41r)	1.7769595897218031	1	0.1202294120374447	2611
chr3:71129680-71130451	FOXP1	0.0185498057445467	0.058318983073504	0.001081805807233	0.001081805807233	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	1.166417728728986	1	0.0768324825328239	5721
chr17:50950038-50951023	TOB1	0.0270628291002679	0.1121989127702299	0.0030364200015366	0.0030364200015366	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	0.8002924330653364	1	0.0938296861286909	5196
chr17:81064522-81065426	BAIAP2	0.0382839472264117	0.06150697818694	0.0023547299069648	0.0023547299069648	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	1.1853344025616883	1	0.0759199068617404	3643
chr9:89448225-89449252	CKS2	0.0326941544977212	0.065250453590182	0.0021333084107238	0.0021333084107238	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	2.0791572473811355	1	0.1193218748581798	2411
chr6:138250616-138251509	PERP	0.0581971516445558	0.0536868691537667	0.0031244228654631	0.0031244228654631	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	1.4622572748485212	1	0.0728709742214922	4380
chr8:30715378-30716375	TEX15	0.0576823743128855	0.0914034193392896	0.0052723662478065	0.0052723662478065	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	0.6186326305496984	1	0.053714063240885	3933
chr11:18720478-18721669	SPTY2D1	0.0407421408987637	0.0574408269113563	0.0023402622633639	0.0023402622633639	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	1.580927972907909	1	0.0915994314204824	2277
chr13:45055202-45056271	KCTD4	0.0673059258525071	0.0979984861174081	0.0065958788402762	0.0065958788402762	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	4.045850412286527	1	0.0837474577482183	681
chr4:112144999-112146041	ALPK1	0.0997500642112333	0.0501196915761009	0.0049994424529632	0.0049994424529632	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	0.8828350465017543	1	0.0779602626118771	1521
chr13:31160536-31161259	HSPH1	0.0387652282748994	0.1410652444097516	0.0054684264011985	0.0054684264011985	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	0.5650840061477422	1	0.1408276298337253	5386
chr15:55497944-55498905	PYGO1	0.1453941521869289	0.0955197291710302	0.013888010039947	0.013888010039947	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	0.963070390149932	1	0.066752529611365	559
chr3:126523946-126524898	CFAP100	0.0449898449411508	0.0832982231335078	0.0037475741426499	0.0037475741426499	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	0.9841313033137205	1	0.0530096893266767	3697
chr9:124870095-124870751	ARPC5L	0.0370647123081505	0.0774223979612393	0.0028696389066404	0.0028696389066404	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	0.7691924108022783	1	0.0783237565508786	3288
chr17:75077186-75078109	KCTD2	0.0196617439590439	0.0604815560198986	0.0011891728687078	0.0011891728687078	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	2.079590586150275	1	0.0579733119662116	3028
chr7:101136728-101137852	VGF	0.0643115057510698	0.279527976947772	0.0179768650970615	0.0179768650970615	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	0.612155991785407	1	0.0976626914070373	2659
chr8:56319551-56320794	PENK	0.1617550509000305	0.1674437644441906	0.0270848746405627	0.0270848746405627	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	1.0039167186387252	1	0.0680149033568039	287
chr12:52043987-52044938	NR4A1	0.0277061134383019	0.1125885878729789	0.0031193921874669	0.0031193921874669	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	2.911743841690579	1	0.1683122411374272	2247
chr9:99828273-99829236	NR4A3	0.0284066267211997	0.0687156583308843	0.0019519800561069	0.0019519800561069	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	1.7632340708059722	1	0.144541017299481	2399
chr10:43262823-43263606	RET	0.0280183730308006	0.0895393113346248	0.0025087458258945	0.0025087458258945	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	3.206557010748613	1	0.0590256254432441	2279
chr18:62485383-62486280	ZCCHC2	0.0295765391265007	0.0766070705057373	0.0022657720181795	0.0022657720181795	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	1.1028378079465604	1	0.0945085902526228	4020
chr7:101165036-101166090	VGF	0.0484758890885945	0.2403052081605792	0.0116490086182038	0.0116490086182038	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	0.612155991785407	1	0.0976626914070373	1019
chr8:22553682-22554672	EGR3	0.0339715612663483	0.0988472723051984	0.0033579961671274	0.0033579961671274	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	6.906005321413455	1	1.0	1416
chr11:18490365-18491351	SPTY2D1	0.0280922288784227	0.0633286231652868	0.0017790421765146	0.0017790421765146	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	1.580927972907909	1	0.0915994314204824	4742
chr4:154363861-154364852	DCHS2	0.0901280525613145	0.2195694248746881	0.0197893646659635	0.0197893646659635	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	0.5768784114837041	1	0.0558006873302274	2764
chr18:62585993-62586837	ZCCHC2	0.0393578561389262	0.1111490030836198	0.0043745864733501	0.0043745864733501	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	1.1028378079465604	1	0.0945085902526228	1924
chr5:113170514-113171573	DCP2	0.0262951459385571	0.058393709161059	0.0015354711042837	0.0015354711042837	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	0.7025524205214543	1	0.0580740061124514	4342
chr18:21831086-21832100	ABHD3	0.0731615717809083	0.0856100122643458	0.0062633630574423	0.0062633630574423	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	0.6534284287067903	1	0.063500202407772	3753
chr21:31665307-31666206	SCAF4	0.0560165691646805	0.0779214764482822	0.0043648937748792	0.0043648937748792	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	0.6531746060710275	1	0.0518890556128621	4897
chr16:87725287-87726280	SLC7A5	0.0357714644451948	0.0777228925857119	0.0027802616887074	0.0027802616887074	EGR3	True	EGR3_extended_+/+	EGR3_extended_+/+_(29g)	EGR3_extended_+/+_(32r)	2.2253859514910617	1	0.1231970804035583	2082
